name,herf,lenper,hsdrop_w,hsgrad_w,somecoll_w,collgrad_w,hsdrop_b,hsgrad_b,somecoll_b,collgrad_b,povrate_w,povrate_b,mt1proom_w,mt1proom_b,medgrent_w,medgrent_b,medgrentpinc_w,medgrentpinc_b,area1910,passpc,ngov62,manshr,incseg,closeness,regdum1,regdum2,regdum3,regdum4,ethseg10,ethiso10,ethexp10,count1910,black1910,ctyliterate1920,lfp1920,ctytrade_wkrs1920,ctymanuf_wkrs1920,ctyrail_wkrs1920,count1920,black1920,gini_w,gini_b,p10_w,p50_w,p90_w,p10_b,p50_b,p90_b,grsrnt_w,grsrnt_b,lngini_w,lngini_b,herfscore,ln90w90b,ln10w10b,ln90w10b,ln90b10w,mv_st_winus_w,mv_st_winus_b,lfp_w,lfp_b,dism1990,pop1990,pctbk1990
chicoca,0.6366127729415894,3.7331462954171e-4,0.15180949866771698,0.24993538856506348,0.36955609917640686,0.2286989986896515,0.2143385112285614,0.1855136752128601,0.4545454680919647,0.14560236036777496,0.1696532517671585,0.3940928280353546,0.04172810912132263,0.07508532702922821,571.0,468.0,32.0,31.799999237060547,NaN,NaN,NaN,0.1004514992237091,NaN,-1019.989990234375,0.0,0.0,0.0,1.0,NaN,NaN,NaN,307.0,0.0,0.9308692812919617,0.38730520009994507,0.021412592381238937,0.2796420454978943,0.0,317.0,0.0,0.43550798296928406,0.3922158181667328,7040.0,23100.0,6e4,7200.0,15189.0,62e3,468.03289794921875,380.98150634765625,-0.8312421441078186,-0.9359430074691772,0.11373229483526182,-0.03278982266783714,-0.02247285656630993,2.1202635765075684,2.1755261421203613,0.043839436024427414,0.07802340388298035,0.5650131702423096,0.5598886013031006,0.46575966477394104,182120.0,0.01151987724006176
cincinoh,0.9753046631813049,0.0035455748438835144,0.14217114448547363,0.27466151118278503,0.253108948469162,0.33005842566490173,0.28587183356285095,0.30655935406684875,0.2830791175365448,0.12448970228433609,0.06466025114059448,0.2791749835014343,0.011928398162126541,0.04169776663184166,526.0,423.0,23.299999237060547,26.399999618530273,31893.30078125,200.88780212402344,154.0,0.20533409714698792,0.2541499137878418,-13.0,0.0,1.0,0.0,0.0,0.19907362759113312,0.01654743030667305,0.09343227744102478,4670.0,0.05591365322470665,0.975611686706543,0.411218523979187,0.013691172935068607,0.6648792624473572,0.0,5043.0,0.07928115129470825,0.4104211926460266,0.49214887619018555,8520.0,32800.0,74440.0,3156.0,16e3,48700.0,420.69500732421875,300.4610900878906,-0.8905713558197021,-0.7089740037918091,0.8805219871139982,0.4243144094944,0.9931109547615051,3.1606879234313965,1.7432626485824585,0.06802691519260406,0.04277186840772629,0.6668139696121216,0.6070722937583923,0.7612133622169495,1452645.0,0.13081586360931396
coloraco,0.7486333847045898,6.500484887510538e-4,0.07455981522798538,0.22135742008686066,0.3641728460788727,0.33990994095802307,0.0827842503786087,0.26198118925094604,0.46539393067359924,0.189840629696846,0.06609652936458588,0.1541905701160431,0.02468733675777912,0.07095594704151154,670.0,635.0,26.200000762939453,26.5,NaN,NaN,8.0,0.15488320589065552,0.26571398973464966,-165.52000427246094,0.0,0.0,0.0,1.0,NaN,NaN,NaN,442.0,0.0135342413559556,0.9798829555511475,0.5114942789077759,0.1784892976284027,0.32124534249305725,0.0,488.0,0.03896842151880264,0.39069852232933044,0.3882116675376892,9e3,3e4,67700.0,5868.0,23e3,52385.0,460.2688903808594,426.67181396484375,-0.9398190379142761,-0.9462045431137085,0.7457986639592111,0.256465882062912,0.42771071195602417,2.4455723762512207,1.7613956928253174,0.2362360805273056,0.3036481738090515,0.717599630355835,0.7594007849693298,0.42479220032691956,397014.0,0.07117380946874619
danburct,0.6221823692321777,2.8582900995388627e-4,0.19502763450145721,0.2980690598487854,0.21907146275043488,0.2878318428993225,0.27229204773902893,0.3219628930091858,0.23339317739009857,0.1723518818616867,0.06494909524917603,0.12529858946800232,0.044684749096632004,0.10576923191547394,823.0,714.0,23.600000381469727,24.399999618530273,NaN,NaN,NaN,NaN,NaN,-169.6199951171875,1.0,0.0,0.0,0.0,NaN,NaN,NaN,2516.0,0.009940546937286854,0.9358035922050476,0.3830002546310425,0.013569341041147709,0.5695092678070068,0.0,3197.0,0.012172900140285492,0.38614314794540405,0.4693566858768463,15e3,51600.0,112500.0,5496.0,35e3,112500.0,728.1810302734375,641.39947509765625,-0.9515471458435059,-0.7563923001289368,0.41653852841806877,0.0,1.004029631614685,3.018932580947876,2.0149030685424805,0.11648314446210861,0.16236601769924164,0.6936900019645691,0.584036648273468,0.5045257210731506,187860.0,0.02947939932346344
daytonoh,0.8867877721786499,8.928670431487262e-4,0.151568204164505,0.30744779109954834,0.2998204827308655,0.24116352200508118,0.22724328935146332,0.3053654134273529,0.3188251554965973,0.1485661417245865,0.07577952742576599,0.2488282471895218,0.011259990744292736,0.030542341992259026,546.0,469.0,23.799999237060547,26.600000381469727,10061.0,171.88070678710938,96.0,0.22777490317821503,0.24759520590305328,-60.790000915527344,0.0,1.0,0.0,0.0,0.14709851145744324,0.006505513563752174,0.015371917746961117,1597.0,0.028841350227594376,0.9799739122390747,0.4315339922904968,0.009716677479445934,0.6700658798217773,0.0,2137.0,0.02527947910130024,0.39850202202796936,0.46181392669677734,8170.0,31e3,69108.0,4e3,18923.0,54e3,433.72869873046875,353.19219970703125,-0.9200426936149597,-0.7725932002067566,0.754220720676905,0.24668645858764648,0.7141745686531067,2.8493762016296387,1.8885151147842407,0.06765846908092499,0.05327391251921654,0.6515817642211914,0.5897213816642761,0.7512221336364746,951270.0,0.13282454013824463
decatuil,0.8776999711990356,0.001175583223812282,0.14397962391376495,0.38596972823143005,0.2876541018486023,0.1823965609073639,0.3529411852359772,0.3529411852359772,0.24252846837043762,0.05158918350934982,0.08516058325767517,0.3796095550060272,0.010345772840082645,0.03692307695746422,456.0,422.0,22.5,30.299999237060547,2806.800048828125,NaN,27.0,0.2313493937253952,0.250058114528656,-192.3000030517578,0.0,1.0,0.0,0.0,NaN,NaN,NaN,563.0,0.031919606029987335,0.9864035844802856,0.4681267738342285,0.06452299654483795,0.5161839723587036,0.0,617.0,0.03236059099435806,0.39924126863479614,0.48223233222961426,7080.0,28892.0,63141.0,3149.0,18900.0,5e4,362.9283142089844,315.18109130859375,-0.9181893467903137,-0.7293292880058289,0.7558545076166396,0.2333473116159439,0.8101889491081238,2.9982852935791016,1.9547491073608398,0.055800195783376694,0.04468691349029541,0.6406937837600708,0.570351779460907,0.5837199687957764,117206.0,0.12053137272596359
desmoiia,0.8236382007598877,0.0012081534368917346,0.09856636077165604,0.3070695698261261,0.29725563526153564,0.2971084415912628,0.1966201215982437,0.32989272475242615,0.3103622794151306,0.16312487423419952,0.05902748182415962,0.27851518988609314,0.020771926268935204,0.07141796499490738,573.0,523.0,23.799999237060547,27.299999237060547,34549.19921875,NaN,43.0,0.11764039844274521,0.22176270186901093,-152.4199981689453,0.0,1.0,0.0,0.0,0.10602524131536484,0.0064850784838199615,0.013821013271808624,1094.0,0.04114547371864319,0.9876044392585754,0.38758906722068787,0.12821371853351593,0.5676888227462769,0.0,1460.0,0.04108017683029175,0.4056519865989685,0.44177499413490295,8400.0,30956.0,70200.0,4600.0,17e3,49e3,441.599609375,394.7767028808594,-0.9022596478462219,-0.8169546127319336,0.8001309281273323,0.35952800512313843,0.6021754145622253,2.7252919673919678,1.763588547706604,0.07915346324443817,0.11482629925012589,0.7353065013885498,0.678554117679596,0.6622200012207031,392928.0,0.037151843309402466
detroimi,0.9867913126945496,0.0030230821575969458,0.18630516529083252,0.31591328978538513,0.2864883244037628,0.21129320561885834,0.28125160932540894,0.3061467111110687,0.3098534345626831,0.10274824500083923,0.07983969897031784,0.2601775527000427,0.02653811313211918,0.07115176320075989,586.0,491.0,23.600000381469727,26.700000762939453,26102.599609375,NaN,233.0,0.24344860017299652,0.26211321353912354,-228.52000427246094,0.0,1.0,0.0,0.0,0.6978216767311096,0.16150039434432983,0.0643363818526268,5505.0,0.01634134352207184,0.9519224762916565,0.3567109704017639,0.010134690441191196,0.8524745106697083,0.0,11756.0,0.04661142826080322,0.40009525418281555,0.4893747866153717,9440.0,38e3,84e3,3146.0,19170.0,6e4,505.056396484375,392.9898986816406,-0.9160526394844055,-0.714626669883728,0.6508647648909193,0.3364722430706024,1.098824143409729,3.284684896469116,1.849388599395752,0.03852812573313713,0.024352379143238068,0.6250607371330261,0.5728203654289246,0.8727628588676453,4382299.0,0.2150583565235138
duluthmn,0.2375684380531311,6.24528736807406e-4,0.12368812412023544,0.32055994868278503,0.3350121080875397,0.22073981165885925,0.3191940486431122,0.19194062054157257,0.27889713644981384,0.2099681794643402,0.11053439974784851,0.3515379726886749,0.01662561483681202,0.06042885035276413,417.0,507.0,26.299999237060547,26.0,NaN,NaN,NaN,0.09885060042142868,NaN,-520.28997802734375,0.0,1.0,0.0,0.0,0.2300221472978592,0.025780722498893738,0.032513607293367386,1661.0,0.0,0.9561609029769897,0.3733203113079071,0.3649461567401886,0.29068297147750854,0.34967899322509766,2128.0,0.002341953106224537,0.408067911863327,0.24781283736228943,6060.0,24e3,57540.0,6242.0,15e3,31800.0,324.7672119140625,233.685302734375,-0.8963216543197632,-1.3950815200805664,0.363445301146001,0.5930140614509583,-0.029590843245387077,2.221179723739624,1.6577564477920532,0.05691411718726158,0.16489693522453308,0.6274531483650208,0.47235772013664246,0.5840013027191162,239971.0,0.005496497265994549
elmirany,0.7493613958358765,5.297268508002162e-4,0.1517186015844345,0.37343093752861023,0.284956693649292,0.18989375233650208,0.5533890724182129,0.22315073013305664,0.12472918629646301,0.09873104095458984,0.11328745633363724,0.34703895449638367,0.01009734533727169,0.004728132393211126,492.0,471.0,27.200000762939453,35.099998474121094,NaN,NaN,NaN,0.207486093044281,NaN,-168.67999267578125,1.0,0.0,0.0,0.0,NaN,NaN,NaN,583.0,0.015445930883288383,0.9760759472846985,0.4050109386444092,0.011910377070307732,0.5357311367988586,0.0,650.0,0.010781876742839813,0.3944360613822937,0.4988544285297394,7346.0,25900.0,58e3,3e3,13590.0,48e3,373.9570007324219,327.9961853027344,-0.9302982091903687,-0.695440948009491,0.642782514434408,0.18924200534820557,0.89554363489151,2.9618306159973145,1.8770450353622437,0.05517755076289177,0.09183882176876068,0.6163833737373352,0.3203836977481842,0.5652578473091125,95195.0,0.0538683757185936
eriepa,0.6805498600006104,0.001016427529975772,0.1460118144750595,0.41937485337257385,0.22006402909755707,0.21454931795597076,0.2508731186389923,0.42176949977874756,0.24074505269527435,0.08661233633756638,0.09857462346553802,0.3490069806575775,0.012089844793081284,0.05274181440472603,450.0,403.0,24.799999237060547,26.700000762939453,4780.60009765625,NaN,40.0,0.2776857912540436,0.19152270257472992,-170.9499969482422,1.0,0.0,0.0,0.0,0.22513039410114288,0.04702989012002945,0.021506430581212044,1276.0,0.0,0.9655766487121582,0.4311620593070984,0.0051840064115822315,0.4040958881378174,0.0,1443.0,0.00346743012778461,0.39970630407333374,0.50150299072265625,7500.0,26976.0,59753.0,3400.0,13532.0,43290.0,342.831787109375,285.0791015625,-0.9170252680778503,-0.69014573097229,0.547649014865397,0.32229775190353394,0.7911275625228882,2.8664438724517822,1.7530186176300049,0.050788186490535736,0.06632291525602341,0.6332029700279236,0.5416851043701172,0.6356959939002991,275572.0,0.05221865698695183
eugeneor,0.48744601011276245,1.621891715331003e-4,0.11771688610315323,0.26222530007362366,0.36428990960121155,0.25576791167259216,0.15537555515766144,0.17157584428787231,0.38070693612098694,0.2923416793346405,0.13092224299907684,0.26401370763778687,0.02933386340737343,0.05733944848179817,609.0,610.0,29.299999237060547,34.5,NaN,NaN,NaN,0.17480610311031342,NaN,-1128.43994140625,0.0,0.0,0.0,1.0,NaN,NaN,NaN,326.0,0.003059226553887129,0.9928013682365417,0.4326867163181305,0.02632264792919159,0.13148292899131775,0.0,366.0,0.0,0.4152772128582001,0.4873172640800476,6648.0,25055.0,59099.0,1845.0,14e3,34020.0,432.26129150390625,399.7882080078125,-0.8788089752197266,-0.7188398838043213,0.34703626114577807,0.5522654056549072,1.281836748123169,3.4667346477508545,1.6326324939727783,0.12158030271530151,0.1998191624879837,0.6415980458259583,0.6931094527244568,0.39523011445999146,282912.0,0.007313228212296963
fallrima,0.726622462272644,3.6814616760239005e-4,0.43341147899627686,0.2627420425415039,0.1983676254749298,0.10547886043787003,0.38116100430488586,0.26615554094314575,0.24534501135349274,0.10733844339847565,0.14758771657943726,0.504218578338623,0.01994791440665722,0.1342434585094452,428.0,429.0,22.399999618530273,23.700000762939453,21722.0,NaN,NaN,NaN,NaN,-279.8699951171875,1.0,0.0,0.0,0.0,0.10111358761787415,0.006532337516546249,0.09809675067663193,3261.0,0.004594588186591864,0.9066411852836609,0.35295936465263367,0.031134402379393578,0.7199665307998657,0.0,3612.0,0.013271920382976532,0.42450788617134094,0.3652772307395935,6e3,25786.0,62e3,7e3,25e3,44528.0,370.6171875,371.1111145019531,-0.8568246960639954,-1.00709867477417,0.23639419666025657,0.3310161828994751,-0.15415067970752716,2.1812243461608887,2.0043587684631348,0.04267792031168938,0.09922178834676743,0.5921969413757324,0.550798237323761,0.46816161274909973,157272.0,0.007280380465090275
fitchbma,0.5307102799415588,2.529729681555182e-4,0.2234843224287033,0.3610841631889343,0.25243571400642395,0.16299580037593842,0.1637239158153534,0.37720707058906555,0.3386837840080261,0.12038522958755493,0.12504124641418457,0.22122302651405334,0.022030504420399666,0.13109755516052246,557.0,558.0,24.299999237060547,20.5,NaN,NaN,NaN,0.28457769751548767,NaN,-288.6000061035156,1.0,0.0,0.0,0.0,NaN,NaN,NaN,3967.0,0.0022674824576824903,0.9447035193443298,0.3861275017261505,0.00798461027443409,0.5505164861679077,0.0,4518.0,0.006414980161935091,0.39547982811927795,0.4105997085571289,7073.0,31790.0,66890.0,3432.0,28e3,52700.0,483.2301025390625,559.526611328125,-0.9276555180549622,-0.8901364803314209,0.41053880891973477,0.23843401670455933,0.7231415510177612,2.9699063301086426,2.008330821990967,0.05077710002660751,0.10414827615022659,0.6296455264091492,0.7517899870872498,0.37312474846839905,102797.0,0.021430587396025658
flintmi,0.7122044563293457,6.087908986955881e-4,0.14819559454917908,0.34356650710105896,0.3354608118534088,0.17277708649635315,0.2527186870574951,0.30028268694877625,0.34390541911125183,0.1030932068824768,0.08415097743272781,0.29610133171081543,0.017039693892002106,0.07387630641460419,513.0,495.0,23.299999237060547,31.200000762939453,8120.0,NaN,31.0,0.30226650834083557,0.2128766030073166,-289.54998779296875,0.0,1.0,0.0,0.0,NaN,NaN,NaN,657.0,0.0,0.97813481092453,0.362399160861969,0.00433123204857111,0.7661992311477661,0.0,1330.0,0.02106831595301628,0.3959503173828125,0.4935016334056854,7417.0,32e3,71100.0,3e3,18e3,61275.0,414.9462890625,392.5223083496094,-0.9264665246009827,-0.7062290906906128,0.6595352772400069,0.14871540665626526,0.9051623940467834,3.1654751300811768,2.1115972995758057,0.0371522381901741,0.03668768331408501,0.6390746235847473,0.5884132385253906,0.8092149496078491,430459.0,0.19530780613422394
fortcoco,0.7155556678771973,3.6607205402106047e-4,0.06653542816638947,0.21352383494377136,0.3179776072502136,0.40196314454078674,0.0827505812048912,0.11421911418437958,0.40909090638160706,0.39393940567970276,0.0856805071234703,0.13104325532913208,0.017727408558130264,0.04952380806207657,681.0,674.0,27.799999237060547,33.599998474121094,NaN,NaN,NaN,0.19295020401477814,NaN,-175.00999450683594,0.0,0.0,0.0,1.0,NaN,NaN,NaN,303.0,0.0,0.9763567447662354,0.5046538710594177,0.031780995428562164,0.25393328070640564,0.0,325.0,0.006159099750220776,0.3935833275318146,0.36165058612823486,8010.0,29505.0,68e3,1736.0,16140.0,33e3,451.53350830078125,492.98291015625,-0.9324624538421631,-1.0170767307281494,0.6096488511261505,0.723000168800354,1.5291070938110352,3.667924165725708,1.4158167839050293,0.18104997277259827,0.24182167649269104,0.7170471549034119,0.7797147631645203,0.4891296923160553,186136.0,0.005684015806764364
glensfny,0.44052064418792725,3.180932253599167e-4,0.17027069628238678,0.37337633967399597,0.26540249586105347,0.1909504532814026,0.6521739363670349,0.16363635659217834,0.13122530281543732,0.05296442657709122,0.09386836737394333,0.3151184022426605,0.013648848049342632,0.04444444552063942,534.0,504.0,26.200000762939453,31.600000381469727,NaN,NaN,NaN,0.2057500034570694,NaN,-276.29998779296875,1.0,0.0,0.0,0.0,NaN,NaN,NaN,304.0,0.0,0.9857693910598755,0.3886280655860901,0.06162294000387192,0.39993900060653687,0.0,336.0,0.0029798783361911774,0.39105576276779175,0.4234638512134552,7752.0,29e3,64500.0,5624.0,26607.0,53847.0,445.70111083984375,385.6122131347656,-0.9389051198959351,-0.8592871427536011,0.6235333358838797,0.18051853775978088,0.32090771198272705,2.439622163772583,1.938195824623108,0.051545754075050354,0.1991279125213623,0.6335591673851013,0.11593462526798248,0.7779803276062012,118539.0,0.020204320549964905
grandfnd,0.6912358999252319,7.230446790345013e-4,0.1305513083934784,0.2714577317237854,0.35265806317329407,0.24533289670944214,0.036745406687259674,0.18372704088687897,0.6141732335090637,0.16535432636737823,0.10612235218286514,0.15647058188915253,0.017539938911795616,0.10559006035327911,465.0,473.0,24.399999618530273,19.799999237060547,NaN,NaN,NaN,0.060169901698827744,NaN,-563.1300048828125,0.0,1.0,0.0,0.0,NaN,NaN,NaN,315.0,0.0,0.9815483093261719,0.45788347721099854,0.0,0.15402211248874664,0.0,280.0,0.0,0.39808449149131775,0.22568191587924957,7e3,24170.5,55514.0,10318.0,25165.0,36e3,343.9226989746094,382.51348876953125,-0.9210910201072693,-1.4886287450790405,0.4743288616858638,0.4331163167953491,-0.38797980546951294,1.682745337486267,1.6376087665557861,0.14449910819530487,0.3503253757953644,0.6855000257492065,0.734353244304657,0.5581495761871338,70683.0,0.019934071227908134
grandrmi,0.7940897345542908,9.321533143520355e-4,0.12579022347927094,0.285540908575058,0.31174883246421814,0.27692005038261414,0.27960067987442017,0.2918817102909088,0.3112073838710785,0.11731022596359253,0.0613095685839653,0.2563202977180481,0.02021224983036518,0.0518830344080925,563.0,531.0,22.5,29.100000381469727,10730.0,NaN,57.0,0.27306699752807617,0.2032431960105896,-444.6499938964844,0.0,1.0,0.0,0.0,0.35267218947410583,0.028552204370498657,0.06778257340192795,1566.0,0.008340814150869846,0.9814731478691101,0.43764540553092957,0.004835312254726887,0.5361451506614685,0.0,1786.0,0.001681129215285182,0.37438830733299255,0.45717135071754456,10137.0,33764.0,69785.0,3840.0,19414.0,58840.0,450.0710144042969,406.6177978515625,-0.9824617505073547,-0.7826970219612122,0.5468145462918618,0.17059719562530518,0.9707197546958923,2.899946689605713,1.7586297988891602,0.05401654914021492,0.07138261198997498,0.7120137810707092,0.6312960982322693,0.7259469628334045,688399.0,0.05935220792889595
hamiltoh,0.7552605867385864,6.761643453501165e-4,0.1649581342935562,0.3405611217021942,0.26150697469711304,0.23297378420829773,0.1999807208776474,0.316017746925354,0.3022359311580658,0.181765615940094,0.07745671272277832,0.20978979766368866,0.012117302045226097,0.03755868598818779,568.0,558.0,23.899999618530273,24.299999237060547,3320.0,NaN,24.0,0.20533409714698792,0.2647571861743927,-31.1299991607666,0.0,1.0,0.0,0.0,NaN,NaN,NaN,670.0,0.013397442176938057,0.990244448184967,0.4311291575431824,0.00800570659339428,0.38387760519981384,0.0,881.0,0.04197872430086136,0.38848167657852173,0.4277366101741791,8150.0,32497.0,71105.0,4140.0,2e4,54e3,434.0830078125,390.1518859863281,-0.9455092549324036,-0.8492476940155029,0.8332508679530428,0.2751736044883728,0.6773221492767334,2.843461751937866,1.8909661769866943,0.08132767677307129,0.09875635802745819,0.6666638255119324,0.6455509066581726,0.6005182266235352,291479.0,0.04441829398274422
harrispa,0.7868391871452332,0.0010030798148363829,0.15855616331100464,0.40123721957206726,0.20775698125362396,0.23244962096214294,0.24762041866779327,0.37207716703414917,0.25211018323898315,0.1281922310590744,0.06279505789279938,0.22711871564388275,0.010656122118234634,0.04062804579734802,549.0,524.0,22.799999237060547,25.700000762939453,3402.800048828125,NaN,130.0,0.16538740694522858,0.17921969294548035,-43.5099983215332,1.0,0.0,0.0,0.0,0.4146229922771454,0.031773556023836136,0.06796174496412277,1227.0,0.05053608864545822,0.9559035301208496,0.4189351797103882,0.16156348586082458,0.5677182674407959,0.0,1497.0,0.066163569688797,0.38012707233428955,0.4510640799999237,9600.0,31770.0,68e3,4800.0,20500.0,55e3,425.7272033691406,385.6968994140625,-0.9672496914863586,-0.7961458563804626,0.7553674978313774,0.21217451989650726,0.6931471824645996,2.6508917808532715,1.7455700635910034,0.05201898515224457,0.07037917524576187,0.654234766960144,0.6141278743743896,0.7589466571807861,587986.0,0.06659512221813202
hartfoct,0.8023226261138916,5.236481665633619e-4,0.13900211453437805,0.28872716426849365,0.25270912051200867,0.31956157088279724,0.24866297841072083,0.35338476300239563,0.25999021530151367,0.13796204328536987,0.05117461085319519,0.1954479068517685,0.011758572421967983,0.05811728164553642,671.0,603.0,23.899999618530273,26.799999237060547,10955.599609375,NaN,22.0,0.19135500490665436,0.2229928970336914,-216.82000732421875,1.0,0.0,0.0,0.0,0.5416152477264404,0.22516128420829773,0.33225923776626587,2679.0,0.004484505392611027,0.9368312358856201,0.38637199997901917,0.015123383142054081,0.4654408097267151,0.0030246765818446875,3170.0,0.026507621631026268,0.4069141149520874,0.43819135427474976,10983.0,41e3,95500.0,4087.0,24e3,64e3,599.789306640625,516.0576171875,-0.8991531133651733,-0.8250995874404907,0.452772341668155,0.4002431631088257,0.9885374307632446,3.1513149738311768,1.762534499168396,0.06448529660701752,0.06455755233764648,0.6760476231575012,0.6377171277999878,0.705898106098175,767899.0,0.10567145049571991
iowaciia,0.6210941076278687,3.244167019147426e-4,0.05881020054221153,0.20691639184951782,0.26670268177986145,0.4675707221031189,0.11891558766365051,0.13000616431236267,0.4023413360118866,0.3487369120121002,0.13319088518619537,0.39824503660202026,0.01234967540949583,0.0714285746216774,577.0,526.0,30.299999237060547,32.599998474121094,NaN,NaN,NaN,0.0800497978925705,NaN,-241.74000549316406,0.0,1.0,0.0,0.0,NaN,NaN,NaN,263.0,0.0038280775770545006,0.9786005616188049,0.5,0.0,0.23918192088603973,0.0,239.0,0.0,0.4019172489643097,0.5268028378486633,7060.0,26889.0,60418.0,4475.0,15300.0,51e3,379.4530944824219,392.6192932128906,-0.9115090370178223,-0.6409289240837097,0.5773189332436275,0.1694614440202713,0.4559386968612671,2.602780818939209,1.977380633354187,0.13514567911624908,0.28958332538604736,0.7391366958618164,0.7257922291755676,0.33578017354011536,96119.0,0.020911578088998795
jacksomi,0.8473303914070129,7.547031855210662e-4,0.14954400062561035,0.33334392309188843,0.34564173221588135,0.17147032916545868,0.2349160611629486,0.2947271764278412,0.41880902647972107,0.05154774338006973,0.07384809851646423,0.291151762008667,0.01861315220594406,0.044039733707904816,514.0,450.0,23.899999618530273,30.0,5760.0,NaN,26.0,0.2519862949848175,0.18242290616035461,-55.220001220703125,0.0,1.0,0.0,0.0,NaN,NaN,NaN,517.0,0.0,0.9874882698059082,0.42085716128349304,0.01053729746490717,0.44214919209480286,0.0,700.0,0.007135272957384586,0.3935641348361969,0.4586836099624634,6800.0,28800.0,63300.0,3e3,20010.0,52495.0,385.4735107421875,342.059814453125,-0.9325112104415894,-0.7793946266174316,0.7212773225716681,0.18716740608215332,0.8183103203773499,3.0492730140686035,2.043795347213745,0.04271549731492996,0.054246965795755386,0.6437379717826843,0.360958456993103,0.6981513500213623,149756.0,0.0801704078912735
jamestny,0.5735040903091431,5.028892192058265e-4,0.1790284514427185,0.36818671226501465,0.2800746262073517,0.17271021008491516,0.4705493152141571,0.25876903533935547,0.2137657254934311,0.056915950030088425,0.12462169677019119,0.41374602913856506,0.010637889616191387,0.06380027532577515,436.0,423.0,26.5,31.399999618530273,NaN,NaN,NaN,0.24968279898166656,NaN,-166.02000427246094,1.0,0.0,0.0,0.0,NaN,NaN,NaN,1148.0,0.0,0.9518042206764221,0.4272542893886566,0.0,0.35681185126304626,0.0,1098.0,0.0018229236593469977,0.404790461063385,0.426070898771286,6791.0,24560.0,57568.0,2996.0,14386.0,36044.0,350.1347961425781,328.0957946777344,-0.9043857455253601,-0.8531495332717896,0.4581220984414211,0.46822643280029297,0.8183201551437378,2.955688714981079,1.669142246246338,0.04638564586639404,0.08874079585075378,0.6198885440826416,0.46723300218582153,0.5516791939735413,141895.0,0.01619507372379303
janesvwi,0.7429721355438232,6.853706436231732e-4,0.1460016965866089,0.3998093605041504,0.2823623716831207,0.1718265861272812,0.33001139760017395,0.330296128988266,0.28018224239349365,0.0595102496445179,0.06072937324643135,0.2392052561044693,0.014621485956013203,0.0616319440305233,546.0,521.0,23.0,24.100000381469727,NaN,NaN,NaN,0.34396839141845703,NaN,-391.0799865722656,0.0,1.0,0.0,0.0,NaN,NaN,NaN,512.0,0.0,0.9762241244316101,0.42887210845947266,0.0,0.3235500454902649,0.0,668.0,0.02098078466951847,0.3787320852279663,0.4101129472255707,8250.0,30664.0,64211.0,5640.0,20750.0,45e3,390.3511047363281,445.7962951660156,-0.9709262251853943,-0.891322672367096,0.5938191465280755,0.3555120527744293,0.3803291320800781,2.432290554046631,1.6964492797851562,0.06890322268009186,0.10786738991737366,0.6979010105133057,0.6186969876289368,0.693348228931427,139510.0,0.04685685783624649
johnstpa,0.7282770872116089,7.410161779262125e-4,0.20360194146633148,0.48600727319717407,0.18168318271636963,0.12870758771896362,0.34906697273254395,0.47173434495925903,0.1372118592262268,0.04198682680726051,0.11767347157001495,0.3418259024620056,0.008779250085353851,0.024279210716485977,363.0,325.0,23.399999618530273,26.299999237060547,2923.699951171875,NaN,NaN,0.16989609599113464,NaN,-44.970001220703125,1.0,0.0,0.0,0.0,0.2334836721420288,0.010282118804752827,0.03850268945097923,1662.0,0.0,0.939886748790741,0.4383579194545746,0.6045681238174438,0.30530834197998047,0.0,1867.0,0.012863101437687874,0.41454121470451355,0.4499068856239319,6e3,21464.0,51e3,2004.0,13570.0,31360.0,285.30938720703125,187.81939697265625,-0.880582869052887,-0.7987146377563477,0.46769217231915844,0.48629245162010193,1.0966142416000366,3.236680507659912,1.6537737846374512,0.027691280469298363,0.03781979903578758,0.5559993982315063,0.2745833396911621,0.7469087839126587,241247.0,0.015776362270116806
jolietil,0.7744655013084412,0.0010832601692527533,0.11031153053045273,0.3022831976413727,0.32702186703681946,0.2603834271430969,0.21581698954105377,0.23195677995681763,0.36125048995018005,0.19097575545310974,0.03478018566966057,0.1386852115392685,0.015633240342140198,0.05274822562932968,634.0,622.0,23.100000381469727,24.299999237060547,NaN,NaN,75.0,0.19893530011177063,0.19771429896354675,-313.1199951171875,0.0,1.0,0.0,0.0,NaN,NaN,NaN,871.0,0.012623170390725136,0.9676750302314758,0.4521830379962921,0.025026844814419746,0.49979349970817566,0.0,950.0,0.016861435025930405,0.33485138416290283,0.36891427636146545,14080.0,43162.0,80400.0,9525.0,40725.0,74200.0,453.651611328125,463.3432922363281,-1.0940685272216797,-0.9971909523010254,0.5670954044251636,0.08025002479553223,0.3908354341983795,2.133094310760498,1.6620087623596191,0.05716406926512718,0.055788006633520126,0.7116793394088745,0.6507046222686768,0.6888806819915771,389650.0,0.09705889970064163
